#        time                area                spin                 c_x                 c_y                 c_z
   30.3750000    1.3919241765e+01    1.4136934615e-01    1.2765987944e+02    1.2553591035e+02    1.2800000000e+02
   30.5000000    1.3920404895e+01    1.4111074035e-01    1.2768017871e+02    1.2553747001e+02    1.2800000000e+02
   30.6250000    1.3921749324e+01    1.4088284584e-01    1.2770048874e+02    1.2553919521e+02    1.2800000000e+02
   30.7500000    1.3923073651e+01    1.4071460924e-01    1.2772080853e+02    1.2554108694e+02    1.2800000001e+02
   30.8750000    1.3924252817e+01    1.4060894862e-01    1.2774112682e+02    1.2554315272e+02    1.2800000001e+02
   31.0000000    1.3925203163e+01    1.4052919602e-01    1.2776143885e+02    1.2554539816e+02    1.2800000001e+02
   31.1250000    1.3926040804e+01    1.4043014112e-01    1.2778174689e+02    1.2554782328e+02    1.2800000001e+02
   31.2500000    1.3927219452e+01    1.4029192621e-01    1.2780206080e+02    1.2555042565e+02    1.2800000001e+02
   31.3750000    1.3928518492e+01    1.3998366317e-01    1.2782240071e+02    1.2555320378e+02    1.2800000001e+02
   31.5000000    1.3929769111e+01    1.3959778915e-01    1.2784273070e+02    1.2555615847e+02    1.2800000001e+02
   31.6250000    1.3930814279e+01    1.3923984677e-01    1.2786304618e+02    1.2555929290e+02    1.2800000000e+02
   31.7500000    1.3931764244e+01    1.3894689484e-01    1.2788334860e+02    1.2556260773e+02    1.2800000000e+02
   31.8750000    1.3932729192e+01    1.3869633048e-01    1.2790364353e+02    1.2556610421e+02    1.2799999999e+02
   32.0000000    1.3933721566e+01    1.3846382534e-01    1.2792393504e+02    1.2556978000e+02    1.2799999999e+02
   32.1250000    1.3934637243e+01    1.3826067409e-01    1.2794422467e+02    1.2557363247e+02    1.2799999999e+02
   32.2500000    1.3935280968e+01    1.3807541897e-01    1.2796451132e+02    1.2557766283e+02    1.2799999998e+02
   32.3750000    1.3935646867e+01    1.3789131423e-01    1.2798478174e+02    1.2558187712e+02    1.2799999998e+02
   32.5000000    1.3935994271e+01    1.3772223495e-01    1.2800502214e+02    1.2558628349e+02    1.2799999999e+02
   32.6250000    1.3936731777e+01    1.3758168397e-01    1.2802522955e+02    1.2559088712e+02    1.2799999999e+02
   32.7500000    1.3938305345e+01    1.3750910319e-01    1.2804541258e+02    1.2559568642e+02    1.2799999999e+02
   32.8750000    1.3940378261e+01    1.3740194273e-01    1.2806559762e+02    1.2560067588e+02    1.2800000000e+02
   33.0000000    1.3942320142e+01    1.3726480735e-01    1.2808576764e+02    1.2560585079e+02    1.2800000000e+02
   33.1250000    1.3943750300e+01    1.3712679848e-01    1.2810591427e+02    1.2561120808e+02    1.2800000001e+02
   33.2500000    1.3944567828e+01    1.3696058670e-01    1.2812603668e+02    1.2561674301e+02    1.2800000001e+02
   33.3750000    1.3945038214e+01    1.3679025392e-01    1.2814612611e+02    1.2562245096e+02    1.2800000001e+02
   33.5000000    1.3945453977e+01    1.3666919757e-01    1.2816618174e+02    1.2562833278e+02    1.2800000001e+02
   33.6250000    1.3946046728e+01    1.3663681616e-01    1.2818620328e+02    1.2563439539e+02    1.2800000001e+02
   33.7500000    1.3946689508e+01    1.3667073106e-01    1.2820620263e+02    1.2564064808e+02    1.2800000001e+02
   33.8750000    1.3947274653e+01    1.3674354369e-01    1.2822617766e+02    1.2564709975e+02    1.2800000000e+02
   34.0000000    1.3947950301e+01    1.3684080786e-01    1.2824610947e+02    1.2565375509e+02    1.2800000000e+02
   34.1250000    1.3948839443e+01    1.3696768406e-01    1.2826599867e+02    1.2566061099e+02    1.2800000000e+02
   34.2500000    1.3950146588e+01    1.3712812999e-01    1.2828584510e+02    1.2566766034e+02    1.2800000000e+02
   34.3750000    1.3951820147e+01    1.3724859255e-01    1.2830565685e+02    1.2567489847e+02    1.2799999999e+02
   34.5000000    1.3953297093e+01    1.3727595395e-01    1.2832542687e+02    1.2568232449e+02    1.2799999999e+02
   34.6250000    1.3954405586e+01    1.3727191555e-01    1.2834513438e+02    1.2568994054e+02    1.2799999999e+02
   34.7500000    1.3955257786e+01    1.3725098614e-01    1.2836478700e+02    1.2569775013e+02    1.2800000000e+02
   34.8750000    1.3956050399e+01    1.3722582345e-01    1.2838438709e+02    1.2570575441e+02    1.2800000000e+02
   35.0000000    1.3956828673e+01    1.3719370955e-01    1.2840393364e+02    1.2571395044e+02    1.2800000000e+02
   35.1250000    1.3957669202e+01    1.3719454095e-01    1.2842341883e+02    1.2572233201e+02    1.2800000001e+02
   35.2500000    1.3958553743e+01    1.3725158894e-01    1.2844284608e+02    1.2573089591e+02    1.2800000002e+02
   35.3750000    1.3959424337e+01    1.3734148613e-01    1.2846222300e+02    1.2573964567e+02    1.2800000002e+02
   35.5000000    1.3960314636e+01    1.3745536214e-01    1.2848155015e+02    1.2574858824e+02    1.2800000002e+02
   35.6250000    1.3961298207e+01    1.3758951679e-01    1.2850082207e+02    1.2575772856e+02    1.2800000002e+02
   35.7500000    1.3962306552e+01    1.3772556177e-01    1.2852003074e+02    1.2576706721e+02    1.2800000002e+02
   35.8750000    1.3963209506e+01    1.3785968069e-01    1.2853916602e+02    1.2577660200e+02    1.2800000002e+02
   36.0000000    1.3963962523e+01    1.3791796050e-01    1.2855821631e+02    1.2578633043e+02    1.2800000002e+02
   36.1250000    1.3965130246e+01    1.3824068343e-01    1.2857717583e+02    1.2579625405e+02    1.2800000002e+02
   36.2500000    1.3966383021e+01    1.3839099840e-01    1.2859608758e+02    1.2580637470e+02    1.2800000002e+02
   36.3750000    1.3967531935e+01    1.3845162758e-01    1.2861490059e+02    1.2581670360e+02    1.2800000003e+02
   36.5000000    1.3968380928e+01    1.3845197665e-01    1.2863362496e+02    1.2582722894e+02    1.2800000003e+02
   36.6250000    1.3968989615e+01    1.3844815594e-01    1.2865226586e+02    1.2583793930e+02    1.2800000003e+02
   36.7500000    1.3969534539e+01    1.3844969370e-01    1.2867082316e+02    1.2584883848e+02    1.2800000003e+02
   36.8750000    1.3970141375e+01    1.3846757935e-01    1.2868929940e+02    1.2585992639e+02    1.2800000004e+02
   37.0000000    1.3970921475e+01    1.3850544457e-01    1.2870768989e+02    1.2587120606e+02    1.2800000004e+02
   37.1250000    1.3971748593e+01    1.3857284687e-01    1.2872599072e+02    1.2588267768e+02    1.2800000004e+02
   37.2500000    1.3972561472e+01    1.3868237972e-01    1.2874419645e+02    1.2589433855e+02    1.2800000003e+02
   37.3750000    1.3973482306e+01    1.3884465295e-01    1.2876230489e+02    1.2590619042e+02    1.2800000003e+02
   37.5000000    1.3974539643e+01    1.3906393431e-01    1.2878031890e+02    1.2591823859e+02    1.2800000002e+02
   37.6250000    1.3975623696e+01    1.3933159983e-01    1.2879823803e+02    1.2593049201e+02    1.2800000002e+02
   37.7500000    1.3976812637e+01    1.3963341688e-01    1.2881605879e+02    1.2594295507e+02    1.2800000002e+02
   37.8750000    1.3977764838e+01    1.3983618192e-01    1.2883378794e+02    1.2595562046e+02    1.2800000001e+02
   38.0000000    1.3978505747e+01    1.3997267881e-01    1.2885139269e+02    1.2596847653e+02    1.2800000001e+02
   38.1250000    1.3979132174e+01    1.4007832782e-01    1.2886887928e+02    1.2598151659e+02    1.2800000001e+02
   38.2500000    1.3979792304e+01    1.4015852405e-01    1.2888625580e+02    1.2599474236e+02    1.2800000001e+02
   38.3750000    1.3980448528e+01    1.4020939971e-01    1.2890352075e+02    1.2600816142e+02    1.2800000002e+02
   38.5000000    1.3981020830e+01    1.4026209200e-01    1.2892066404e+02    1.2602177834e+02    1.2800000002e+02
   38.6250000    1.3981688192e+01    1.4032855658e-01    1.2893767938e+02    1.2603559275e+02    1.2800000002e+02
   38.7500000    1.3982533938e+01    1.4042273365e-01    1.2895456957e+02    1.2604959953e+02    1.2800000002e+02
   38.8750000    1.3983440906e+01    1.4052387996e-01    1.2897133105e+02    1.2606380083e+02    1.2800000003e+02
   39.0000000    1.3984172252e+01    1.4062302551e-01    1.2898795914e+02    1.2607818577e+02    1.2800000003e+02
   39.1250000    1.3984882215e+01    1.4076832469e-01    1.2900445095e+02    1.2609274091e+02    1.2800000003e+02
   39.2500000    1.3985747045e+01    1.4094467317e-01    1.2902080520e+02    1.2610748139e+02    1.2800000003e+02
   39.3750000    1.3986840953e+01    1.4111171480e-01    1.2903702330e+02    1.2612241117e+02    1.2800000003e+02
   39.5000000    1.3988033242e+01    1.4122861526e-01    1.2905310796e+02    1.2613752822e+02    1.2800000002e+02
   39.6250000    1.3989213721e+01    1.4132158555e-01    1.2906905790e+02    1.2615282754e+02    1.2800000001e+02
   39.7500000    1.3990231770e+01    1.4138590480e-01    1.2908487983e+02    1.2616830394e+02    1.2799999999e+02
   39.8750000    1.3990820342e+01    1.4144674768e-01    1.2910055770e+02    1.2618395856e+02    1.2799999998e+02
   40.0000000    1.3991369445e+01    1.4160853971e-01    1.2911606662e+02    1.2619979409e+02    1.2799999997e+02
   40.1250000    1.3992087815e+01    1.4184324891e-01    1.2913141952e+02    1.2621581701e+02    1.2799999996e+02
   40.2500000    1.3992870847e+01    1.4207860308e-01    1.2914661607e+02    1.2623203150e+02    1.2799999996e+02
   40.3750000    1.3993531975e+01    1.4227726495e-01    1.2916165058e+02    1.2624843511e+02    1.2799999996e+02
   40.5000000    1.3994030299e+01    1.4246449351e-01    1.2917651553e+02    1.2626502121e+02    1.2799999996e+02
   40.6250000    1.3994542215e+01    1.4268513728e-01    1.2919120947e+02    1.2628178521e+02    1.2799999996e+02
   40.7500000    1.3995329864e+01    1.4296128228e-01    1.2920574206e+02    1.2629872525e+02    1.2799999995e+02
   40.8750000    1.3996378441e+01    1.4322610436e-01    1.2922011643e+02    1.2631585032e+02    1.2799999995e+02
   41.0000000    1.3997291970e+01    1.4341584772e-01    1.2923432410e+02    1.2633315420e+02    1.2799999994e+02
   41.1250000    1.3998085309e+01    1.4358756497e-01    1.2924835272e+02    1.2635061864e+02    1.2799999994e+02
   41.2500000    1.3998857441e+01    1.4376142320e-01    1.2926219603e+02    1.2636825328e+02    1.2799999994e+02
   41.3750000    1.3999621776e+01    1.4392891737e-01    1.2927585341e+02    1.2638605785e+02    1.2799999995e+02
   41.5000000    1.4000342912e+01    1.4407353233e-01    1.2928932476e+02    1.2640402812e+02    1.2799999997e+02
   41.6250000    1.4001006398e+01    1.4419152774e-01    1.2930260940e+02    1.2642216387e+02    1.2799999999e+02
   41.7500000    1.4001826429e+01    1.4432188097e-01    1.2931570482e+02    1.2644047010e+02    1.2800000000e+02
   41.8750000    1.4002607731e+01    1.4442739171e-01    1.2932862055e+02    1.2645894946e+02    1.2800000001e+02
   42.0000000    1.4003219507e+01    1.4455014871e-01    1.2934133698e+02    1.2647759570e+02    1.2800000001e+02
   42.1250000    1.4003774122e+01    1.4472511587e-01    1.2935384875e+02    1.2649640317e+02    1.2800000002e+02
   42.2500000    1.4004311123e+01    1.4492426653e-01    1.2936616160e+02    1.2651536981e+02    1.2800000002e+02
   42.3750000    1.4004901868e+01    1.4512540405e-01    1.2937827147e+02    1.2653449504e+02    1.2800000003e+02
   42.5000000    1.4005555374e+01    1.4530746228e-01    1.2939017328e+02    1.2655377953e+02    1.2800000004e+02
   42.6250000    1.4006503584e+01    1.4552629597e-01    1.2940186034e+02    1.2657322127e+02    1.2800000005e+02
   42.7500000    1.4007593912e+01    1.4567961007e-01    1.2941332838e+02    1.2659286684e+02    1.2800000006e+02
   42.8750000    1.4008451602e+01    1.4575512796e-01    1.2942457535e+02    1.2661268033e+02    1.2800000007e+02
   43.0000000    1.4009267152e+01    1.4584172559e-01    1.2943559955e+02    1.2663262533e+02    1.2800000007e+02
   43.1250000    1.4010097578e+01    1.4595243191e-01    1.2944640237e+02    1.2665271701e+02    1.2800000006e+02
   43.2500000    1.4010884928e+01    1.4609907577e-01    1.2945698346e+02    1.2667295865e+02    1.2800000006e+02
   43.3750000    1.4011584075e+01    1.4628557076e-01    1.2946733871e+02    1.2669335180e+02    1.2800000005e+02
   43.5000000    1.4012168958e+01    1.4651688648e-01    1.2947746210e+02    1.2671389286e+02    1.2800000004e+02
   43.6250000    1.4012724164e+01    1.4679408998e-01    1.2948734799e+02    1.2673457542e+02    1.2800000004e+02
   43.7500000    1.4013320712e+01    1.4709107239e-01    1.2949699434e+02    1.2675539704e+02    1.2800000004e+02
   43.8750000    1.4013954516e+01    1.4738303531e-01    1.2950640119e+02    1.2677635482e+02    1.2800000005e+02
   44.0000000    1.4014611671e+01    1.4766314324e-01    1.2951556496e+02    1.2679744781e+02    1.2800000007e+02
   44.1250000    1.4015513972e+01    1.4799051344e-01    1.2952447795e+02    1.2681867526e+02    1.2800000008e+02
   44.2500000    1.4016703198e+01    1.4832501074e-01    1.2953313462e+02    1.2684005173e+02    1.2800000010e+02
   44.3750000    1.4017796886e+01    1.4861295579e-01    1.2954153357e+02    1.2686156545e+02    1.2800000011e+02
   44.5000000    1.4018773294e+01    1.4889023981e-01    1.2954968146e+02    1.2688318377e+02    1.2800000012e+02
   44.6250000    1.4019515035e+01    1.4916000158e-01    1.2955757027e+02    1.2690491597e+02    1.2800000012e+02
   44.7500000    1.4020101264e+01    1.4945892497e-01    1.2956519161e+02    1.2692676208e+02    1.2800000013e+02
   44.8750000    1.4020704740e+01    1.4980759652e-01    1.2957254622e+02    1.2694872274e+02    1.2800000013e+02
   45.0000000    1.4021410787e+01    1.5020014654e-01    1.2957963007e+02    1.2697080242e+02    1.2800000013e+02
   45.1250000    1.4022127757e+01    1.5060974101e-01    1.2958643994e+02    1.2699300042e+02    1.2800000013e+02
   45.2500000    1.4022744539e+01    1.5104416859e-01    1.2959297292e+02    1.2701530520e+02    1.2800000013e+02
   45.3750000    1.4023308202e+01    1.5152909647e-01    1.2959922605e+02    1.2703770923e+02    1.2800000013e+02
   45.5000000    1.4023844477e+01    1.5207183353e-01    1.2960517004e+02    1.2706021299e+02    1.2800000013e+02
   45.6250000    1.4024802172e+01    1.5273248681e-01    1.2961083850e+02    1.2708281666e+02    1.2800000014e+02
   45.7500000    1.4025869808e+01    1.5336364437e-01    1.2961621984e+02    1.2710555014e+02    1.2800000014e+02
   45.8750000    1.4026732581e+01    1.5396870961e-01    1.2962131217e+02    1.2712837379e+02    1.2800000014e+02
   46.0000000    1.4027535599e+01    1.5460956154e-01    1.2962611092e+02    1.2715127205e+02    1.2800000014e+02
   46.1250000    1.4028305690e+01    1.5528149157e-01    1.2963061349e+02    1.2717425393e+02    1.2800000013e+02
   46.2500000    1.4029035564e+01    1.5597889671e-01    1.2963481803e+02    1.2719731609e+02    1.2800000013e+02
   46.3750000    1.4029704349e+01    1.5669018769e-01    1.2963872061e+02    1.2722045825e+02    1.2800000012e+02
   46.5000000    1.4030359218e+01    1.5741602935e-01    1.2964231679e+02    1.2724367815e+02    1.2800000012e+02
   46.6250000    1.4031124043e+01    1.5815581721e-01    1.2964560371e+02    1.2726697286e+02    1.2800000011e+02
   46.7500000    1.4032003129e+01    1.5889917622e-01    1.2964857968e+02    1.2729033908e+02    1.2800000010e+02
   46.8750000    1.4033077658e+01    1.5968062095e-01    1.2965124165e+02    1.2731376853e+02    1.2800000010e+02
   47.0000000    1.4034089881e+01    1.6046487694e-01    1.2965358500e+02    1.2733726427e+02    1.2800000010e+02
   47.1250000    1.4034897979e+01    1.6128360921e-01    1.2965560616e+02    1.2736080335e+02    1.2800000010e+02
   47.2500000    1.4035691030e+01    1.6217049276e-01    1.2965730258e+02    1.2738438097e+02    1.2800000010e+02
   47.3750000    1.4036564649e+01    1.6309872026e-01    1.2965867358e+02    1.2740800685e+02    1.2800000011e+02
   47.5000000    1.4037500660e+01    1.6402863950e-01    1.2965971776e+02    1.2743168025e+02    1.2800000011e+02
   47.6250000    1.4038423036e+01    1.6494018185e-01    1.2966043159e+02    1.2745539471e+02    1.2800000012e+02
   47.7500000    1.4039332842e+01    1.6584260327e-01    1.2966081082e+02    1.2747914394e+02    1.2800000014e+02
   47.8750000    1.4040232735e+01    1.6675044684e-01    1.2966085310e+02    1.2750292635e+02    1.2800000016e+02
   48.0000000    1.4041110346e+01    1.6767838520e-01    1.2966055763e+02    1.2752673869e+02    1.2800000017e+02
   48.1250000    1.4041960193e+01    1.6863558124e-01    1.2965992360e+02    1.2755057566e+02    1.2800000019e+02
   48.2500000    1.4043034579e+01    1.6966240432e-01    1.2965894880e+02    1.2757442935e+02    1.2800000020e+02
   48.3750000    1.4044292522e+01    1.7070009632e-01    1.2965763000e+02    1.2759830785e+02    1.2800000020e+02
   48.5000000    1.4045437288e+01    1.7171681459e-01    1.2965596410e+02    1.2762219072e+02    1.2800000021e+02
   48.6250000    1.4046525558e+01    1.7275216023e-01    1.2965394798e+02    1.2764605737e+02    1.2800000022e+02
   48.7500000    1.4047555824e+01    1.7380772422e-01    1.2965157955e+02    1.2766991512e+02    1.2800000022e+02
   48.8750000    1.4048522440e+01    1.7488522248e-01    1.2964885742e+02    1.2769376227e+02    1.2800000022e+02
   49.0000000    1.4049462361e+01    1.7598898075e-01    1.2964578005e+02    1.2771759394e+02    1.2800000020e+02
   49.1250000    1.4050436999e+01    1.7711798010e-01    1.2964234518e+02    1.2774140525e+02    1.2800000018e+02
   49.2500000    1.4051499632e+01    1.7826102278e-01    1.2963855021e+02    1.2776519106e+02    1.2800000014e+02
   49.3750000    1.4052596958e+01    1.7939697842e-01    1.2963439176e+02    1.2778894617e+02    1.2800000011e+02
   49.5000000    1.4053586193e+01    1.8052096074e-01    1.2962986628e+02    1.2781266293e+02    1.2800000009e+02
   49.6250000    1.4054659469e+01    1.8169361283e-01    1.2962497195e+02    1.2783633329e+02    1.2800000009e+02
   49.7500000    1.4055960906e+01    1.8290373090e-01    1.2961970915e+02    1.2785996995e+02    1.2800000009e+02
   49.8750000    1.4057062044e+01    1.8409454588e-01    1.2961407827e+02    1.2788357967e+02    1.2800000010e+02
   50.0000000    1.4058037110e+01    1.8532582816e-01    1.2960807845e+02    1.2790711706e+02    1.2800000011e+02
   50.1250000    1.4059063137e+01    1.8660948492e-01    1.2960170790e+02    1.2793057869e+02    1.2800000012e+02
   50.2500000    1.4060174746e+01    1.8792228425e-01    1.2959496562e+02    1.2795396746e+02    1.2800000013e+02
   50.3750000    1.4061311976e+01    1.8923466069e-01    1.2958785057e+02    1.2797727502e+02    1.2800000015e+02
   50.5000000    1.4062368631e+01    1.9053815259e-01    1.2958036128e+02    1.2800048980e+02    1.2800000015e+02
   50.6250000    1.4063373632e+01    1.9185086367e-01    1.2957249656e+02    1.2802360154e+02    1.2800000016e+02
   50.7500000    1.4064421865e+01    1.9318273113e-01    1.2956425623e+02    1.2804660796e+02    1.2800000016e+02
   50.8750000    1.4065543917e+01    1.9452645196e-01    1.2955564034e+02    1.2806950546e+02    1.2800000017e+02
   51.0000000    1.4066535420e+01    1.9561113597e-01    1.2954664791e+02    1.2809228488e+02    1.2800000017e+02
   51.1250000    1.4068656390e+01    1.9731298452e-01    1.2953727704e+02    1.2811492601e+02    1.2800000016e+02
   51.2500000    1.4070462180e+01    1.9864715230e-01    1.2952752918e+02    1.2813750701e+02    1.2800000016e+02
   51.3750000    1.4071918034e+01    1.9993854294e-01    1.2951740555e+02    1.2815991946e+02    1.2800000015e+02
   51.5000000    1.4073145353e+01    2.0123989644e-01    1.2950690705e+02    1.2818216786e+02    1.2800000013e+02
   51.6250000    1.4074241137e+01    2.0257421874e-01    1.2949603493e+02    1.2820425515e+02    1.2800000012e+02
   51.7500000    1.4075288438e+01    2.0395069326e-01    1.2948478915e+02    1.2822617629e+02    1.2800000010e+02
   51.8750000    1.4076337506e+01    2.0536263896e-01    1.2947316891e+02    1.2824792628e+02    1.2800000009e+02
   52.0000000    1.4077366276e+01    2.0679709543e-01    1.2946117284e+02    1.2826949968e+02    1.2800000008e+02
   52.1250000    1.4078373918e+01    2.0824955627e-01    1.2944880042e+02    1.2829088876e+02    1.2800000008e+02
   52.2500000    1.4079465274e+01    2.0972898370e-01    1.2943605306e+02    1.2831208728e+02    1.2800000007e+02
   52.3750000    1.4080760652e+01    2.1123013723e-01    1.2942292688e+02    1.2833308745e+02    1.2800000008e+02
   52.5000000    1.4081843621e+01    2.1247841038e-01    1.2940942046e+02    1.2835387976e+02    1.2800000008e+02
   52.6250000    1.4083885143e+01    2.1429049142e-01    1.2939555327e+02    1.2837444424e+02    1.2800000008e+02
   52.7500000    1.4085579655e+01    2.1579268110e-01    1.2938132833e+02    1.2839485091e+02    1.2800000009e+02
   52.8750000    1.4086919052e+01    2.1727360499e-01    1.2936674140e+02    1.2841499475e+02    1.2800000009e+02
   53.0000000    1.4088024312e+01    2.1877550863e-01    1.2935179307e+02    1.2843488103e+02    1.2800000010e+02
   53.1250000    1.4089045648e+01    2.2031277574e-01    1.2933648815e+02    1.2845451302e+02    1.2800000010e+02
   53.2500000    1.4090072100e+01    2.2188216829e-01    1.2932082923e+02    1.2847388598e+02    1.2800000011e+02
   53.3750000    1.4091144480e+01    2.2347567430e-01    1.2930481787e+02    1.2849299203e+02    1.2800000011e+02
   53.5000000    1.4092255035e+01    2.2508827229e-01    1.2928845339e+02    1.2851182067e+02    1.2800000011e+02
   53.6250000    1.4093383708e+01    2.2672863505e-01    1.2927173778e+02    1.2853036927e+02    1.2800000011e+02
   53.7500000    1.4094534929e+01    2.2840745521e-01    1.2925467674e+02    1.2854863822e+02    1.2800000011e+02
   53.8750000    1.4095700527e+01    2.3013030497e-01    1.2923727701e+02    1.2856660605e+02    1.2800000011e+02
   54.0000000    1.4096851777e+01    2.3188294291e-01    1.2921946795e+02    1.2858426454e+02    1.2800000011e+02
   54.1250000    1.4097988515e+01    2.3367648689e-01    1.2920130451e+02    1.2860160466e+02    1.2800000011e+02
   54.2500000    1.4099390236e+01    2.3553601442e-01    1.2918281120e+02    1.2861861886e+02    1.2800000011e+02
   54.3750000    1.4101002176e+01    2.3742353133e-01    1.2916398899e+02    1.2863531000e+02    1.2800000012e+02
   54.5000000    1.4102446816e+01    2.3930556163e-01    1.2914483355e+02    1.2865164735e+02    1.2800000012e+02
   54.6250000    1.4103666484e+01    2.4120876745e-01    1.2912536763e+02    1.2866760301e+02    1.2800000012e+02
   54.7500000    1.4104789615e+01    2.4315926535e-01    1.2910560346e+02    1.2868313690e+02    1.2800000012e+02
   54.8750000    1.4105831751e+01    2.4514550318e-01    1.2908553906e+02    1.2869829132e+02    1.2800000011e+02
   55.0000000    1.4106766867e+01    2.4717036610e-01    1.2906520200e+02    1.2871305568e+02    1.2800000011e+02
   55.1250000    1.4107624704e+01    2.4924022698e-01    1.2904459626e+02    1.2872741975e+02    1.2800000011e+02
   55.2500000    1.4108440765e+01    2.5135689003e-01    1.2902371273e+02    1.2874137475e+02    1.2800000011e+02
   55.3750000    1.4109298838e+01    2.5352093187e-01    1.2900255704e+02    1.2875491344e+02    1.2800000010e+02
   55.5000000    1.4110282826e+01    2.5572483301e-01    1.2898113196e+02    1.2876802792e+02    1.2800000010e+02
   55.6250000    1.4111374046e+01    2.5795756524e-01    1.2895944019e+02    1.2878070850e+02    1.2800000009e+02
   55.7500000    1.4112461051e+01    2.6021297467e-01    1.2893749017e+02    1.2879294591e+02    1.2800000009e+02
   55.8750000    1.4113664009e+01    2.6251272128e-01    1.2891529596e+02    1.2880473098e+02    1.2800000008e+02
   56.0000000    1.4115027104e+01    2.6485271840e-01    1.2889285894e+02    1.2881605414e+02    1.2800000008e+02
   56.1250000    1.4116308598e+01    2.6721151231e-01    1.2887019069e+02    1.2882690639e+02    1.2800000008e+02
   56.2500000    1.4117452529e+01    2.6959720090e-01    1.2884731495e+02    1.2883727956e+02    1.2800000007e+02
   56.3750000    1.4118664890e+01    2.7202747546e-01    1.2882423879e+02    1.2884716556e+02    1.2800000007e+02
   56.5000000    1.4119972123e+01    2.7448685674e-01    1.2880096349e+02    1.2885656185e+02    1.2800000007e+02
   56.6250000    1.4121230333e+01    2.7695806056e-01    1.2877749699e+02    1.2886545378e+02    1.2800000007e+02
   56.7500000    1.4122409908e+01    2.7944498357e-01    1.2875385003e+02    1.2887382356e+02    1.2800000006e+02
   56.8750000    1.4123548869e+01    2.8195623385e-01    1.2873003509e+02    1.2888166613e+02    1.2800000006e+02
   57.0000000    1.4124649809e+01    2.8449740169e-01    1.2870606507e+02    1.2888897862e+02    1.2800000006e+02
   57.1250000    1.4125683396e+01    2.8706433914e-01    1.2868185074e+02    1.2889575400e+02    1.2800000005e+02
   57.2500000    1.4126653104e+01    2.8966970256e-01    1.2865750428e+02    1.2890198087e+02    1.2800000005e+02
   57.3750000    1.4127853541e+01    2.9232910133e-01    1.2863304118e+02    1.2890765337e+02    1.2800000005e+02
   57.5000000    1.4129244053e+01    2.9501978993e-01    1.2860845921e+02    1.2891272146e+02    1.2800000005e+02
   57.6250000    1.4130574999e+01    2.9771687990e-01    1.2858378143e+02    1.2891720729e+02    1.2800000004e+02
   57.7500000    1.4131787517e+01    3.0042609983e-01    1.2855903413e+02    1.2892112163e+02    1.2800000004e+02
   57.8750000    1.4132960973e+01    3.0316034366e-01    1.2853422996e+02    1.2892445811e+02    1.2800000004e+02
   58.0000000    1.4134114418e+01    3.0592360083e-01    1.2850937812e+02    1.2892721148e+02    1.2800000004e+02
   58.1250000    1.4135218265e+01    3.0871628148e-01    1.2848449176e+02    1.2892937636e+02    1.2800000004e+02
   58.2500000    1.4136298129e+01    3.1153965682e-01    1.2845958521e+02    1.2893094700e+02    1.2800000004e+02
   58.3750000    1.4137405989e+01    3.1439376418e-01    1.2843467079e+02    1.2893191859e+02    1.2800000004e+02
   58.5000000    1.4138541021e+01    3.1727271405e-01    1.2840976169e+02    1.2893228759e+02    1.2800000003e+02
   58.6250000    1.4139601579e+01    3.2017099173e-01    1.2838487725e+02    1.2893205137e+02    1.2800000003e+02
   58.7500000    1.4140889475e+01    3.2311024576e-01    1.2836004015e+02    1.2893120773e+02    1.2800000002e+02
   58.8750000    1.4142436308e+01    3.2608031922e-01    1.2833525056e+02    1.2892975510e+02    1.2800000002e+02
   59.0000000    1.4143953645e+01    3.2906564441e-01    1.2831052910e+02    1.2892769187e+02    1.2800000003e+02
   59.1250000    1.4145303688e+01    3.3207287966e-01    1.2828590592e+02    1.2892501624e+02    1.2800000002e+02
   59.2500000    1.4146557227e+01    3.3511849955e-01    1.2826139980e+02    1.2892172714e+02    1.2800000002e+02
   59.3750000    1.4147808974e+01    3.3820880744e-01    1.2823702216e+02    1.2891782507e+02    1.2800000003e+02
   59.5000000    1.4149077166e+01    3.4134214193e-01    1.2821278807e+02    1.2891331242e+02    1.2800000003e+02
   59.6250000    1.4150314370e+01    3.4451737306e-01    1.2818871750e+02    1.2890819273e+02    1.2800000003e+02
   59.7500000    1.4151505594e+01    3.4773776871e-01    1.2816483210e+02    1.2890246989e+02    1.2800000002e+02
   59.8750000    1.4152663641e+01    3.5101249403e-01    1.2814115058e+02    1.2889614794e+02    1.2800000003e+02
   60.0000000    1.4153740627e+01    3.5434234468e-01    1.2811768837e+02    1.2888923172e+02    1.2800000003e+02
   60.1250000    1.4154860083e+01    3.5774451446e-01    1.2809446674e+02    1.2888166749e+02    1.2800000003e+02
   60.2500000    1.4156383578e+01    3.6122731877e-01    1.2807149876e+02    1.2887345562e+02    1.2800000004e+02
   60.3750000    1.4158126246e+01    3.6476723062e-01    1.2804879418e+02    1.2886465527e+02    1.2800000005e+02
   60.5000000    1.4159784556e+01    3.6834948326e-01    1.2802638746e+02    1.2885527474e+02    1.2800000005e+02
   60.6250000    1.4161200543e+01    3.7197863449e-01    1.2800431187e+02    1.2884532441e+02    1.2800000006e+02
   60.7500000    1.4162431127e+01    3.7566828861e-01    1.2798258966e+02    1.2883481611e+02    1.2800000007e+02
   60.8750000    1.4163612517e+01    3.7942591975e-01    1.2796123449e+02    1.2882376203e+02    1.2800000008e+02
